cosine_feature,count_feature,hr_std,hr_mean,time_feature,psg_label
-0.28610648730170424,59.041039667677985,0.6052506782503032,0.9860222110781455,0.10833333333333334,0
-0.2881962681340894,46.195069424430905,0.647916996568341,1.003676513405125,0.11666666666666667,0
-0.29028467725446233,24.558176659825186,0.6242392068412204,1.0040794087001188,0.125,0
-0.29237170472273677,9.391763395430026,0.6153986048206687,1.0015979191816822,0.13333333333333333,0
-0.294457340605402,8.733049516782895,0.626690719768081,1.0026216488893713,0.14166666666666666,0
-0.29654157497557093,37.13284055367404,0.6173402668199198,1.0055032941940103,0.15,0
-0.29862439791302753,32.29605074341433,0.5676318913629244,1.017503274510906,0.15833333333333333,0
-0.30070579950427306,16.70505292850588,0.5045392132694464,1.0210815451233042,0.16666666666666666,0
-0.3027857698425746,6.174471757205397,0.4942947190949926,1.0271472081162234,0.175,0
-0.3048642990280107,1.6268554861711773,0.48377716702239826,1.0240229052730436,0.18333333333333332,0
-0.30694137716752035,0.30506569514589543,0.42357164241600925,1.016148059939501,0.19166666666666668,0
-0.30901699437494745,0.04065111915483027,0.32042492891757013,0.9992629264568755,0.2,0
-0.31109114077109107,0.0038434807019542094,0.2704952624498063,0.9938970468480972,0.20833333333333334,0
-0.31316380648374953,0.00025745358268032347,0.270872727119541,1.0027791398405839,0.21666666666666667,0
-0.31523498164776975,1.220030207266275e-05,0.2488607401428427,1.007302597398894,0.225,0
-0.3173046564050921,3.874451872432198e-07,0.1819344285926451,1.0108554323952577,0.23333333333333334,0
-0.3193728209047993,8.674832897944837e-11,0.1677573369473914,1.0082864432130763,0.24166666666666667,0
-0.3214394653031617,0.0,0.1782397586452413,1.0032955837276145,0.25,0
-0.323504579763685,0.0,0.14414387108569549,1.0032552950123506,0.25833333333333336,0
-0.32556815445715676,0.0,0.1587463742627143,1.0015155055820315,0.26666666666666666,0
-0.32763017956169366,0.29810213638597416,0.18884117197447786,1.0032369847195153,0.275,0
-0.3296906452627873,1.3171314462337995,0.1983856266483128,1.0133644062169538,0.2833333333333333,0
-0.3317495417533522,0.8748089998355939,0.2069267242449962,1.0192046990699408,0.2916666666666667,0
-0.3338068592337709,0.4097438981645388,0.20633752700517885,1.013053075938901,0.3,0
-0.3358625879119424,0.13560935045572192,0.21517040874559534,1.0102877232754037,0.30833333333333335,0
-0.3379167180033271,0.031700785980348326,0.24369497031235846,1.0094452979606527,0.31666666666666665,0
-0.33996923973099424,0.005231653034511323,0.2658600214580464,1.0087310663032507,0.325,0
-0.3420201433256688,0.0006091877751206093,0.2560139976261018,1.0073428960256208,0.3333333333333333,0
-0.34406941902577676,5.001969528052799e-05,0.23774673026977383,1.0067715104464265,0.3416666666666667,0
-0.346117057077493,2.8942198165925987e-06,0.2390752606122841,1.0051452626568858,0.35,0
-0.3481630477347864,1.1793492890019911e-07,0.22501354866255796,1.0040610972438884,0.35833333333333334,0
-0.35020738125946743,2.4848914749381295e-09,0.19468630383510488,0.9995559490424343,0.36666666666666664,0
-0.3522500479212336,0.0,0.15370193551753034,0.9876276937745172,0.375,0
-0.354291037997716,0.0,0.11807014030317003,0.9846303672993155,0.38333333333333336,0
-0.35633034177452566,0.0,0.12074483344532926,0.983302630239751,0.39166666666666666,1
-0.3583679495453004,0.0,0.15433562433946754,0.9791289618168072,0.4,1
